STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,EDUCATION_LEV,Education level,DOMAIN,Domain,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2009,,1.145024489,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2008,,11.62840859,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2007,,49.64765808,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2006,,1.137944016,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2005,,0.357417927,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2004,,0.354288784,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_3,Exposure to extreme temperature,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2015,,2.939973731,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2020,,99.6922,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2019,,99.692436,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2018,,99.692673,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2017,,99.692909,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2016,,99.693138,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2015,,99.693375,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2014,,99.692772,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2013,,99.692169,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2012,,99.691574,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2011,,99.690987,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2010,,99.690407,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2009,,99.690346,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2008,,99.690285,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2007,,99.690231,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2006,,99.69017,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2005,,99.690117,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2004,,99.690437,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2023,,6.862474637,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,6.730789682,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2021,,6.765942533,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2018,,6.437686333,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2013,,6.160032393,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2024,,6.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,430.15,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,451.3703438,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2015,,453.6298507,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2012,,452.973427,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2009,,466.0963727,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2006,,459.2019867,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_3,Student science skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,451.6327416,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_3,Student science skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2015,,454.8288166,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_3,Student science skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2012,,466.7220301,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_3,Student science skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2009,,470.1157642,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_3,Student science skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2006,,473.377964,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_3,Student science skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,440.79,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2013,,20.929634,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2012,,20.322437,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2011,,16.271975,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2010,,14.396307,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2009,,13.04044,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2008,,12.606109,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2007,,13.129779,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2006,,13.215844,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2005,,17.002316,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2004,,17.18832,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2023,,13.533204,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2022,,11.044291,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2021,,12.774416,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2020,,13.000989,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,13.913264,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2018,,15.142791,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2017,,16.126925,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2016,,16.44035,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2015,,18.290163,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2014,,20.795906,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2024,,18.55250418,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2023,,18.55250418,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2022,,16.50672344,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2021,,16.50672344,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2020,,16.50672344,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,18.70922261,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2018,,18.70922261,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2017,,18.70922261,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2016,,17.66058543,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2015,,17.66058543,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2014,,17.66058543,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2013,,21.54205796,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2012,,21.54205796,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2011,,21.54205796,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2010,,16.81546285,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2009,,16.81546285,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2007,,17.60559446,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2006,,17.60559446,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2024,,81.18640052,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2023,,81.18640052,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2022,,83.34481826,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2021,,83.34481826,,A,Normal value,0,Units,2,Two,,
